episode,total_reward
362,-1134.0255776494741
363,-1295.9861999675632
364,-912.1919568777084
365,-1144.5247649922967
366,-857.0377036705613
367,-1362.6507232114673
368,-1309.304737225175
369,-1135.7451693192124
370,-755.4024382829666
371,-833.3264759480953
372,-966.769595593214
373,-1033.2085985541344
374,-941.4314801692963
375,-1202.1624870300293
376,-786.5966312289238
377,-1036.9043365120888
378,-1377.7330927103758
379,-1348.3865842446685
380,-1455.1309319660068
381,-1435.4541047737002
382,-1099.3683380186558
383,-1221.7727577462792
384,-1033.4709488339722
385,-895.5969992056489
386,-312.21574840694666
387,-522.9524599537253
388,-526.3903473168612
389,-826.3094025552273
390,-755.5927277207375
391,-718.5975349470973
392,-683.3077878579497
393,-677.9775077626109
394,-640.5817870795727
395,-661.5923610702157
396,-790.0421210378408
397,-694.4974905848503
398,-757.716392993927
399,-513.090313591063
400,-708.5088268816471
401,-916.503932967782
402,-946.0940870046616
403,-718.478697232902
404,-542.7996876239777
405,-529.5830309912562
406,-822.8230942338705
407,-769.3424195572734
408,-937.8820747584105
409,-704.546517521143
410,-345.73431503772736
411,-531.5626916661859
412,-190.27129963040352
413,-223.93899300694466
414,-268.5757482647896
415,-598.0807886496186
416,-504.8621621131897
417,-347.88781253248453
418,-303.14098781347275
419,-328.7793032154441
420,-419.57796235382557
421,-112.59488382935524
422,-674.3230767250061
423,-647.644588753581
424,-488.26817049086094
425,-613.4981163814664
426,-554.8649735748768
427,-693.0504918992519
428,-659.2310768142343
429,-715.1870444491506
430,-479.4403283894062
431,-407.5104104876518
432,-510.44888123869896
433,-548.0003280937672
434,-340.8437212109566
435,-518.6669046878815
436,-572.2577508091927
437,-289.2839155495167
438,-281.7763126194477
439,-494.5903124809265
440,-238.10877233743668
441,-622.4281206130981
442,-550.4945044219494
443,-688.4907475709915
444,-450.5721947848797
445,-292.4426689147949
446,-368.7772397696972
447,-338.8945600390434
448,-420.6497342288494
449,-566.154220148921
450,-496.4293321967125
451,-308.34356039762497
452,-487.7507438659668
453,-285.8993548154831
454,-567.8962747678161
455,-508.9876360222697
456,-341.52867889404297
457,-248.50273650884628
458,-280.7250292748213
459,-63.08953142166138
460,-187.85533720254898
461,-223.3156070113182
462,-453.7755583077669
463,-318.0346910953522
464,-286.55507308244705
465,-322.9980468451977
466,-401.6815901994705
467,-302.2358613014221
468,-325.8271737396717
469,-198.33382630348206
470,-282.07870465517044
471,-332.91504991054535
472,-527.952762529254
473,-324.7731727361679
474,-252.78996860980988
475,-220.28993490338326
476,-212.01485562324524
477,-348.4577625989914
478,-278.80775412917137
479,-307.19191122055054
480,-282.48143941164017
481,-239.51104819774628
482,-214.2921552658081
483,-293.27031430602074
484,-307.6892790198326
485,-159.26258492469788
486,-147.92727547883987
487,-213.34920653700829
488,-301.79889926314354
489,-323.2858847081661
490,-298.93444484472275
491,-179.2341557443142
492,-256.26582357287407
493,-202.90828400850296
494,-235.24809569120407
495,-160.06023985147476
496,-209.59379264712334
497,-246.7406684756279
498,-240.28558167815208
499,-263.84870159626007
500,-239.02833384275436
501,-232.66602182388306
502,-485.53638779371977
503,-248.97398227453232
504,-210.27834090590477
505,-84.48146763443947
506,-141.21657472848892
507,-275.4312565624714
508,-251.7054292857647
509,-240.92522177100182
510,-253.83190539479256
511,-249.215605199337
512,-259.89128786325455
513,-256.64016595482826
514,-209.6843586564064
515,-222.85297590494156
516,-233.45150482654572
517,-284.4033917784691
518,-257.3449937105179
519,-275.38486325740814
520,-318.375145226717
521,-333.8384313583374
522,-333.2519055008888
523,-322.0429516136646
524,-125.32227826118469
525,-200.98485788702965
526,-247.66282477974892
527,-336.3558221757412
528,-314.4438954293728
529,-180.76564753055573
530,-331.21710044145584
531,-342.52978363633156
532,-318.9686028957367
533,-321.0518128275871
534,-286.3933053612709
535,-245.486525952816
536,-273.15722531080246
537,-326.487460821867
538,-333.6827371120453
539,-334.17782840132713
540,-309.81344985961914
541,-327.37231931090355
542,-340.72727251052856
543,-322.18882155418396
544,-264.94362086057663
545,-287.4587945342064
546,-316.1467984318733
547,-331.29233103990555
548,-318.49876165390015
549,-322.594040453434
550,-305.9839534163475
551,-314.7293626666069
552,-243.67398473620415
553,-307.385890185833
554,-223.4751204252243
555,-280.4506862461567
556,-232.66642767190933
557,-304.1403985619545
558,-333.3493591248989
559,-330.6577228605747
560,-463.0717754662037
561,-313.97221088409424
562,-325.3192219734192
563,-310.3646495938301
564,-200.10292255878448
565,-297.9646590054035
566,-324.82035303115845
567,-303.43511670827866
568,-250.9721483886242
569,-319.44086334109306
570,-324.90148481726646
571,-345.22325560450554
572,-334.00477507710457
573,-390.4808154255152
574,-270.3816759586334
575,-284.3920447528362
576,-271.8068722486496
577,-384.6491754055023
578,-570.6905238628387
579,-306.2571238875389
580,-265.5656610131264
581,-309.4988832473755
582,-195.10787904262543
583,-420.9326158463955
584,-299.6484176814556
585,-302.86014154553413
586,-299.74882930517197
587,-312.65612238645554
588,-306.2946897149086
589,-311.59059277176857
590,-307.4986594617367
591,-433.19733491539955
592,-314.06704047322273
593,-326.95872473716736
594,-300.49186047911644
595,-346.10151582956314
596,-311.00139993429184
597,-335.048760920763
598,-302.2790855169296
599,-324.775720089674
600,-319.0108712017536
601,-211.11947494745255
602,-272.1818818747997
603,-295.4951732456684
604,-320.1873680949211
605,-322.21567261219025
606,-205.29715225100517
607,-229.90419393777847
608,-331.68053635954857
609,-371.75109577178955
610,-466.62296080589294
611,-442.4825458228588
612,-499.13982713222504
613,-292.29477962851524
614,-144.8092770576477
615,-227.75094470381737
616,-233.25961416959763
617,-255.82361418008804
618,-265.672923207283
619,-196.24438524246216
620,-224.55097025632858
621,-157.9033660888672
622,-183.57835838198662
623,-282.51353931427
624,-265.32650142908096
625,-267.4796153306961
626,-265.34761095046997
627,-359.26526114344597
628,-494.4839853942394
629,-489.39476239681244
630,-586.0943149030209
631,-508.43426352739334
632,-567.2112468183041
633,-521.7706760764122
634,-457.0400000214577
635,-875.8681654408574
636,-1244.2559067979455
637,-1156.8261120319366
638,-1135.0193151682615
639,-1179.8474967181683
640,-964.162412174046
641,-966.1511023566127
642,-267.0619589686394
643,-173.92238655686378
644,-129.3823176920414
645,-248.8567701280117
646,-747.2427978217602
647,-1090.907513320446
648,-922.7104342803359
649,-853.9974899291992
650,-547.347333073616
651,-567.5027073919773
652,-900.0136775523424
653,-818.9545913040638
654,-1021.150622189045
655,-1252.8578399568796
656,-780.1116786599159
657,-1249.2316772788763
658,-899.4606437385082
659,-1072.4685938358307
660,-590.6802753508091
661,-578.9402381181717
662,-528.2657086551189
663,-554.4126036763191
664,-556.7438093423843
665,-581.3504181206226
666,-574.8956362903118
667,-551.3154081702232
668,-567.8716499209404
669,-533.1495238542557
670,-498.2272026538849
671,-553.2568897604942
672,-561.2825153470039
673,-570.5532310009003
674,-573.5707378983498
675,-680.0072068572044
676,-577.6373170614243
677,-665.1572778820992
678,-561.7238972187042
679,-488.391381919384
680,-524.8043259382248
681,-405.338216483593
682,-365.04207652807236
683,-336.9589121043682
684,-435.84696155786514
685,-350.12005203962326
686,-435.713539481163
687,-385.5795087516308
688,-294.59596624970436
689,-300.86390709877014
690,-311.4403681755066
691,-308.11891081929207
692,-278.3847838640213
693,-373.9355993270874
694,-300.14836579561234
695,-197.5292850136757
696,-407.5648258626461
697,-389.0903576910496
698,-432.27203461527824
699,-397.0267168879509
700,-471.4996259212494
701,-372.62844917178154
702,-346.1024682223797
703,-292.79690140485764
704,-351.4398311674595
705,-320.6779767870903
706,-437.239678889513
707,-356.05907264351845
708,-320.54708856344223
709,-404.03212851285934
710,-311.34720319509506
711,-294.88293597847223
712,-169.2942498922348
713,-166.36146837472916
714,-157.55238234996796
715,-172.80337244272232
716,-142.95529282093048
717,-197.7421476840973
718,-324.354434132576
719,-381.437670648098
720,-405.2849141359329
721,-527.502631008625
722,-501.22006887197495
723,-475.6640982031822
724,-177.62369471788406
725,-122.46732407808304
726,-116.95966205000877
727,-123.43978944420815
728,-80.59193736314774
729,-83.1649803519249
730,-90.55505838990211
731,-102.72766387462616
732,-78.35641765594482
733,-102.88233456015587
734,-89.79430747032166
735,-98.4202372431755
736,-85.857411891222
737,-95.45647057890892
738,-82.52073547244072
739,-59.167366206645966
740,-79.34594267606735
741,-72.33564338088036
742,-89.19664907455444
743,-88.34275871515274
744,-69.89408481121063
745,-82.00772807002068
746,-97.81898666918278
747,-91.60977905988693
748,-95.19561752676964
749,-71.43511009216309
750,-77.93834686279297
751,-76.99608528614044
752,-104.24982821941376
753,-97.09411019086838
