episode,total_reward
537,-38.10886971190532
538,-22.76667665059857
539,-38.02813425336039
540,-34.36308002236321
541,-18.775868943136786
542,-21.424750743372012
543,-27.841605621759754
544,-23.367773734378886
545,-42.104669812476075
546,-38.69552165090249
547,-21.531243113164688
548,-24.08259689456103
549,-21.185239454216827
550,-22.391011462959522
551,-21.47242115906701
552,-44.06431808811076
553,-35.98284149894444
554,-34.65237062384791
555,-37.94802295756492
556,-21.044454102579927
557,-19.855536129361752
558,-20.092668218286384
559,-19.87579406267205
560,-33.93118096222821
561,-27.014798316324068
562,-17.899575442236962
563,-18.18558004693874
564,-39.515375871530125
565,-34.90518954894247
566,-21.94016436366756
567,-20.46604897393231
568,-17.73941861876402
569,-17.267938992068835
570,-22.91787544130952
571,-25.057377460854134
572,-23.605037608486214
573,-19.463414322356787
574,-26.879508827586925
575,-16.557433620423602
576,-36.833741553137145
577,-24.387963056741384
578,-23.994340045634093
579,-23.777023986922433
580,-29.136246039229057
581,-28.41760329782194
582,-33.08182934461222
583,-21.94354153599579
584,-24.00690083899695
585,-24.79875594947077
586,-23.418713753291968
587,-32.0460971242947
588,-26.08175290309842
589,-23.809405223084482
590,-23.862175839542534
591,-21.69194184638386
592,-21.5627902142837
593,-26.296534482375947
594,-27.174107818974292
595,-25.488003597974668
596,-20.506351942799377
597,-17.42882879777077
598,-19.770682575282862
599,-17.166636073036763
600,-33.2132774573027
601,-14.381934580606572
602,-22.590120674046062
603,-20.566652886842586
604,-29.859758865196135
605,-30.7486940763857
606,-18.820406744277484
607,-23.087114347029214
608,-28.20750001802034
609,-23.883058263524738
610,-18.381732804701794
611,-19.47138573790444
612,-28.989221593100993
613,-23.68089848016504
614,-22.34035642432741
615,-26.70894386476134
616,-21.335794709768876
617,-18.03285963463831
618,-23.229984106529457
619,-17.54742409991914
620,-21.89207078083435
621,-16.387759926248435
622,-24.71993926013666
623,-18.79936887006995
624,-25.223763277354365
625,-26.834394778270532
626,-21.286749076271516
627,-28.08057031611064
628,-25.54712616414209
629,-21.474006429206845
630,-22.548973280853346
631,-22.240350034585187
632,-26.444763897221435
633,-29.375346330567545
634,-23.729754300244423
635,-28.983178129294867
636,-25.90159061037702
637,-31.51171918245499
638,-26.01293288467687
639,-25.019401218842038
640,-31.61226477368542
641,-20.573348787323624
642,-25.09249869675508
643,-22.585099795334322
644,-23.059807268126065
645,-26.57270440219991
